text,label,src
"[ORGANIZATION] ПРИКАЗ ** _ [DATE_TIME]** г. No** ** О проведении тактико-специального учения Во исполнение требований Федерального закона Российской Федерации от 21 декабря 1994 года No 68-ФЗ О защите населения и территорий от чрезвычайных ситуаций природного и техногенного характера, постановления Правительства Российской Федерации 30 декабря 2003 года No 794 О Единой государственной системе предупреждения и ликвидации чрезвычайных ситуаций, приказа МЧС России от 29 июля 2020 No 565 Об утверждении инструкции по подготовке и проведению учений и тренировок по гражданской обороне, защите населения от чрезвычайных ситуаций природного и техногенного характера, обеспечению пожарной безопасности и безопасности людей на водных объектах, в целях выработки практических навыков действий органов управления, сил и средств при выполнении работ по ликвидации чрезвычайных ситуаций ПРИКАЗЫВАЮ: 1. Провести в [ORGANIZATION]-[LOCATION] [DATE_TIME] тактико-специальное учение по теме: Ликвидация чрезвычайной ситуации, в результате атаки беспилотных летательных аппаратов по объектам промысла по обслуживанию [OBJECT] [ORGANIZATION]-[LOCATION] (далее – ТСУ). 2. Назначить руководителем ТСУ и штаб руководства ТСУ в соответствии с Приложением 1. 3. [ORGANIZATION]-[LOCATION] в срок до [DATE_TIME] разработать и согласовать с дочерними обществами [ORGANIZATION], привлекаемыми на ТСУ План проведения ТСУ. 4. Утвердить перечень участников ТСУ: 4.1. Отдел гражданской обороны и чрезвычайных ситуаций Диспетчерского департамента [ORGANIZATION]. 4.2. Оперативное управление Диспетчерского департамента [ORGANIZATION]. 4.3. Дочерние общества [ORGANIZATION] (Приложение 2). 5. Утвердить замысел на ТСУ (Приложение 3) и организационные указания на ТСУ (Приложение 4). 6. Контроль исполнения приказа возложить на заместителя Председателя Правления [PERSON] Председатель Правления [PERSON]",Блок заместителя генерального директора по безопасности,orig
"[ORGANIZATION] [LOCATION] тел. [CONTACT], факс [CONTACT], e-mail: [CONTACT] [DATE_TIME] No [DOCUMENT_NUMBER] На [DOCUMENT_NUMBER] от [ORGANIZATION] по проведении семинара Уважаемые руководители! В адрес [ORGANIZATION] поступило обращение [ORGANIZATION] от [DATE_TIME] No [DOCUMENT_NUMBER] (прилагаем) об организации проведения семинара (ВКС) о возможных рисках в связи с принятием Кигалийской поправки к Монреальскому протоколу. Исходя из информации [ORGANIZATION], внебененные изменения затрагивают регулирование веществ, оказывающих разрушительное воздействие на озоновый слой. Потребление озоноразрушающих веществ (ОРВ) будет полностью прекращено в Российской Федерации к [DATE_TIME], а потребление гидрофторуглеродов (ГФУ) сократится на 85 к [DATE_TIME]. Семинар будет полезен для представителей компаний и предприятий, использующих холодильные и климатические системы. Дата и время проведения семинара в настоящее время не определены и будут уточняться по мере формирования группы участников. В случае заинтересованности участия, Вы можете связаться с исполнительным директором [ORGANIZATION] [PERSON], тел.: [CONTACT], адрес электронной почты: [CONTACT]. Приложение: Несмо [ORGANIZATION] от [DATE_TIME] No [DOCUMENT_NUMBER] на [FINANCIAL_DATA] 1 экз. Несмо [ORGANIZATION] от [DATE_TIME] No [DOCUMENT_NUMBER] на [FINANCIAL_DATA] 1 экз. Директор [PERSON], [CONTACT] Руководителю системообразующих предприятий (по списку) ДОКУМЕНТНОЕ ОБРАЩЕНИЕ ЭЛЕКТРОННОЙ ПОДПИСЬ Сертификат: [ID] Владелец: [PERSON] Действителен: с [DATE_TIME] по [DATE_TIME]",Блок заместителя генерального директора по безопасности,orig
"[ORGANIZATION] [LOCATION] Тел.: [CONTACT]. E-mail: [CONTACT]. Сайт: https://[WEBSITE] [DATE_TIME] No [DOCUMENT_NUMBER] Руководителям предприятий топливно-энергетического комплекса и компаний лесопользователей (по списку) [ORGANIZATION] проводится оценка готовности лесопользователей к лесокультурному сезону [YEAR]. Планируется проведение рабочего совещания с компаниями, осуществляющими деятельность, связанную с вырубкой лесных насаждений на территории автономного округа, по вопросу выполнения компенсационного лесовосстановления. Прошу определить заместителя руководителя предприятия, курирующего вопросы экологии и природопользования, для участия в совещании и выступления с информацией о выполнении лесовосстановления и агротехнического ухода за лесными культурами в [YEAR] и плановом периоде. Совещание состоится [DATE_TIME] в [TIME] в формате видеоконференции (ссылка для подключения: https://[CONFERENCING_LINK]/join). Перечень интересующих вопросов (при наличии) и информацию о представителях предприятия прошу направить в срок до [DATE_TIME] на адрес электронной почты [CONTACT]. По уточняющим вопросам можно обращаться в отдел регулирования использования лесов управления лесного хозяйства департамента к ответственным лицам: - [PERSON] [PERSON], [CONTACT] доб. [NUMBER]; - [PERSON] [PERSON], [CONTACT] доб. [NUMBER]. Первый заместитель директора департамента [DOCUMENT_SIGNATURE] СВЕДЕНИЯ О СЕРТИФИКАТЕ ЭП Сертификат: [ID] Владелец: [PERSON] Действителен с [DATE_TIME] по [DATE_TIME] [PERSON] [PERSON], главный специалист отдела регулирования использования лесов управления лесного хозяйства департамента, [CONTACT], вн. [NUMBER], [CONTACT]",Блок заместителя генерального директора по безопасности,orig
"[ORGANIZATION] Россия, [LOCATION], [DATE_TIME] No [DOCUMENT_NUMBER] на No [DOCUMENT_NUMBER] от [DATE_TIME] [PERSON] О предоставлении пожарного расчета Уважаемый [PERSON]! При рассмотрении технического задания и подаче коммерческого предложения объект, предлагаемый Вами к включению в объем работ, отсутствовал, а поэтому действующим договором не предусмотрен. Для рассмотрения Вашего предложения необходима уточняющая информация к письму О увеличении района выезда, а именно: * с какой даты начинается строительство железнодорожного терминала для отгрузки жидких углеводородов и на какой период планируется строительство, * какие технические характеристики объекта (площадь объекта, объем емкостного парка и т.д.), * какие людские и технические ресурсы требуются для охраны объекта. Дополнительно сообщаю, что удаленность пожарного поста [ORGANIZATION] до строящего железнодорожного терминала составляет ориентировочно 40 км., как следствие, время прибытия первого отделения до объекта оценивается в пределах одного часа. Чтобы сократить время прибытия требуется отдельный пожарный расчет с дислокацией на месте, это приведет к дополнительным затратам на мобилизацию, организацию питания, проживания, оборудованию теплой стоянки для пожарного автомобиля, обеспечению электроэнергией, вывозу ТБО и прочие хозяйственным расходам. Прошу направить уточняющую информацию и дать разъяснения по урегулированию обозначенных вопросов и компенсации затрат. Первый заместитель генерального директора [PERSON]",Блок заместителя генерального директора по безопасности,orig
"[ORGANIZATION] [LOCATION] тел. [CONTACT] факс [CONTACT] e-mail: [CONTACT] https://www.[ORGANIZATION]/ [OKPO] [ID] [OGRN] [ID] [DATE_TIME] No [DOCUMENT_NUMBER] На [DOCUMENT_NUMBER] от [PERSON] к [PERSON] О направлении представителей Уважаемый [PERSON]! Рассмотрев письмо от [DATE_TIME] No[DOCUMENT_NUMBER] подтверждающим принятие представителей [ORGANIZATION] в период с [DATE_TIME] по [DATE_TIME] в рамках мероприятий по перемещению лиц в обязательствах по [SPECIFICATION] от [DATE_TIME] No[DOCUMENT_NUMBER]/[DOCUMENT_NUMBER]-[DOCUMENT_NUMBER]-[DOCUMENT_NUMBER] к договору поставки от [DATE_TIME] No[DOCUMENT_NUMBER]/[DOCUMENT_NUMBER]-[DOCUMENT_NUMBER][DOCUMENT_NUMBER]. Производственная площадка [ORGANIZATION] расположена по адресу [LOCATION]. Со своей стороны, просим предоставить документ, подтверждающий передачу прав Покупателя от [ORGANIZATION] к [ORGANIZATION]. [PERSON] ДОКУМЕНТ ПОДПИСАН ЭЛЕКТРОННОЙ ПОДПИСЬЮ Сертификат: [ID] Владелец: [PERSON] Действителен: с [DATE_TIME] по [DATE_TIME] [PERSON] [CONTACT]",Блок заместителя генерального директора по закупкам,orig
"[ORGANIZATION] Объекты охраняемой объекта безопасности [ORGANIZATION] - [DOCUMENT_NUMBER] [LOCATION], г. [LOCATION], бн. тел. г. [LOCATION], д. [LOCATION], копн. [LOCATION] Тел.: [CONTACT] E-mail: [CONTACT] http://www.[ORGANIZATION].ru [ID], [ID] [DATE_TIME] No [FINANCIAL_DATA] на No [FINANCIAL_DATA] от [DATE_TIME] О направлении представителей Уважаемый [PERSON] [PERSON]! В ответ на Ваше письмо сообщаем, что на основании решения No [DOCUMENT_NUMBER] от [DATE_TIME] огорожены участок No [DOCUMENT_NUMBER] от [DATE_TIME] [ORGANIZATION] на текущий момент и до [DATE_TIME] (включительно) ведутся работы по установке системы автоматизации наружной автоматизации [FINANCIAL_DATA] - [FINANCIAL_DATA]. Опосчный ИМСТ [ID]. [FINANCIAL_DATA]. [FINANCIAL_DATA]. [FINANCIAL_DATA] и Система автоматизации наружной автоматизации [FINANCИAL_DATA]. Опосчный ИМСТ [ID]. [FINANCIAL_DATA]. [FINANCIAL_DATA]. [FINANCIAL_DATA] - [FINANCIAL_DATA] в соответствии с прилагаемым графиком огорожения. Также сообщаем о том, что на предстоящем [ORGANIZATION] на площадке, расположенной по адресу: [LOCATION] в период с [DATE_TIME] по [DATE_TIME]. Приложение: 1. График огорожения-1 ИМСТ. Исполнитель: [PERSON]",Блок заместителя генерального директора по закупкам,orig
"Организационный адрес: [LOCATION] ИНН [ID], КПП [ID], ОГРН [DOCUMENT_NUMBER] Банк [ORGANIZATION] к/с [FINANCIAL_DATA], п/с [FINANCIAL_DATA] БИК [ID] E-mail: [CONTACT], Тел: [CONTACT] Иск. No [DOCUMENT_NUMBER] от [DATE_TIME] г. Обращение заместителю генерального директора по закупкам [PERSON] Уважаемый [PERSON]! На основании нашего сообщения, что представители [ORGANIZATION] на площадке в [LOCATION] приступили к устранению несоответствий согласно Актов входного контроля: * No [DOCUMENT_NUMBER] от [DATE_TIME] г., * No [DOCUMENT_NUMBER] от [DATE_TIME] г., * No [DOCUMENT_NUMBER] от [DATE_TIME] г., * No [DOCUMENT_NUMBER] от [DATE_TIME] г., * No [DOCUMENT_NUMBER] от [DATE_TIME] г., * No [DOCUMENT_NUMBER] от [DATE_TIME] г., * No [DOCUMENT_NUMBER] от [DATE_TIME] г. [ORGANIZATION] гарантирует завершение работ по ремонту трубной продукции и подписание акта об устранении несоответствий до [DATE_TIME] г. Кроме того, [ORGANIZATION] после проведения ремонтно-восстановительных работ поставляет рабочие материалы на трубную продукцию в Наряд-заказе No[DOCUMENT_NUMBER] по договору No [DOCUMENT_NUMBER] от [DATE_TIME] г. На основании вышеизложенного просим Вас рассмотреть возможность подписания УПД No [DOCUMENT_NUMBER] от [DATE_TIME] г. в связи с критической необходиимостью поставки кредиторам на приобретенные средства для закупки сырья, материалов и фонда наладки трубопроводной продукции в максимальные сроки. Надеемся на долгосрочное и взаимовыгодное сотрудничество. С уважением, Генеральный директор [PERSON] [CONTACT]",Блок заместителя генерального директора по закупкам,orig
"[ORGANIZATION] [ORGANIZATION] [LOCATION] Тел.: [CONTACT] E-mail: [CONTACT], http://www.[ORGANIZATION].ru [ID], [ID], [ID], [ID] Исх. No [DOCUMENT_NUMBER] от [DATE_TIME] на No от Заместителю генерального директора по материально-техническим ресурсам [ORGANIZATION] [PERSON] e-mail: [CONTACT] Генеральному директору [ORGANIZATION] [PERSON] e-mail: [CONTACT] Генеральному директору [ORGANIZATION] [PERSON] e-mail: [CONTACT] Уважаемые Господа! Между [ORGANIZATION] и [ORGANIZATION] заключен Договор поставки от [DATE_TIME] No [DOCUMENT_NUMBER] (далее – Договор) аппаратов воздушного охлаждения газа для объекта [OBJECT]. Этап 2 установка комплексной подготовки газа. Настоящим сообщаем, что наша компания, несмотря на отсутствие предоплаты, исполняет взятые на себя обязательства и готова подтвердить запрашиваемый Принципалом и Покупателем срок поставки Продукции – [DATE_TIME], при условии выполнения предоплаты не позднее [DATE_TIME] и начала выборки готовых товарных мест в [DATE_TIME] (график и фотоотчет прилагается). Для заключения дополнительного соглашения к договору банковской гарантии с [ORGANIZATION] просим Вас в максимально сжатые сроки направить в наш адрес официальное письмо о согласовании нового срока поставки и дополнительное соглашение к Договору поставки. Приложение: по тексту. Генеральный директор [PERSON] исполнитель: [PERSON] тел.: [CONTACT] доб. [NUMBER] e-mail: [CONTACT]",Блок заместителя генерального директора по закупкам,orig
"[ORGANIZATION] [ORGANIZATION] [ORGANIZATION] с участием [ORGANIZATION] [LOCATION] Исх. No [DOCUMENT_NUMBER] [DATE_TIME] КО _01_ [FINANCIAL_DATA] _[FINANCIAL_DATA]_ [DATE_TIME] Уважаемый [ORGANIZATION]! [ORGANIZATION] сообщает о готовности оказать услуги по итогу Открытого одноэтапного отбора в электронной форме No КО _01_ [FINANCIAL_DATA] _[FINANCIAL_DATA]_ [FINANCIAL_DATA] Оказание услуг по закачке блокирующих пачек для временной изоляции пластов при ТиКРС на объектах [ORGANIZATION]. В связи с необходимостью дополнительного времени на подготовку своего предложения просим продлить срок окончания приема заявок до [DATE_TIME]. К/лицо: [PERSON] моб.тел. [CONTACT], эл. почта [CONTACT] Генеральный директор [ORGANIZATION] Исп. [PERSON] тел. [CONTACT] Печать [PERSON] [ORGANIZATION] [ID] [LOCATION] [CONTACT] e-mail: [CONTACT] www.[ORGANIZATION]",Блок заместителя генерального директора по закупкам,orig
"Общество с ограниченной ответственностью [ORGANIZATION] Юридический адрес: [LOCATION] Адрес для корреспонденции: [LOCATION] тел.: [CONTACT] e-mail: [CONTACT] ОКПО [ID], ОГРН [ID], ИНН [ID], КПП [ID] на No** _**от** _** О согласовании пропусков Уважаемый [PERSON]! Уважаемый [PERSON]! В соответствии с ранее направленными разъяснениями Департамента по внедрению СУОД и ПБ (БРД) ПАО [ORGANIZATION] касательно порядка допуска работников предприятий, входящих в группу компаний ПАО [ORGANIZATION], на производственные объекты ДО БРД, направляем дополнительный к письмам No C-02/001895 от [DATE_TIME], No C-[CONTACT] от [DATE_TIME], No C-[CONTACT] от [DATE_TIME], No C-[CONTACT] от [DATE_TIME], No C-[CONTACT] от [DATE_TIME] перечень сотрудников [ORGANIZATION] для оформления пропускных документов на объекты [ORGANIZATION] в рамках заключенных договоров на оказание услуг складской и транспортной логистики. В свою очередь, [ORGANIZATION] подтверждает наличие у работников прохождение необходимого обучения и аттестации в области ПБ, медицинских осмотров и других запрашиваемых документов. Приложение: 1. Список сотрудников – файл word. 2. Разъяснение Департамента по внедрению СУОД и ПБ (БРД) – копия на 1 л. Директор Дивизиона Север [PERSON] [PERSON] [DOCUMENT_NUMBER] [ORGANIZATION] Заместителю генерального директора по закупкам [PERSON] Копия: Заместителю генерального директора по производственной безопасности [PERSON]",Блок заместителя генерального директора по закупкам,orig
[ORGANIZATION] корпорацияны яуаплылыгы сикләнгән [LOCATION] [WEBSITE] [ORGANIZATION] [LOCATION] [DOCUMENT_NUMBER] от [DATE_TIME] [ORGANIZATION] Техническому директору [PERSON] Заместителю генерального директора по закупкам [PERSON] Тема: Об оплате за отгруженную продукцию Уважаемый [PERSON] и [PERSON]! В рамках исполнения договора поставки [DOCUMENT_NUMBER] от [DATE_TIME] прошу Вас осуществить окончательный расчет за поставленный Товар с учетом согласованного сторонами уведомления о встречном зачете однородных требований в размере [FINANCIAL_DATA]. О Вашем решении прошу сообщить. Генеральный директор [PERSON] Исп. Заместитель директора [PERSON] факс: [CONTACT] тел: [CONTACT] моб: [CONTACT] Тел.: [CONTACT] Факс: [CONTACT] E-mail: [CONTACT] [ID],Блок заместителя генерального директора по закупкам,orig
"[ORGANIZATION] Финансовому директору [ORGANIZATION] [LOCATION] тел.: [CONTACT], факс: [CONTACT] e-mail: [CONTACT], www.[WEBSITE] ОКПО [ID], ОГРН [ID], ИНН [ID] [DATE_TIME] No [DOCUMENT_NUMBER] на No от Об авансировании работ в [MONTH] Уважаемый [PERSON]! Настоящим направляем Вам обоснование авансирования ГСМ для [ORGANIZATION] по договорам подряда: - No [DOCUMENT_NUMBER]/[DOCUMENT_NUMBER]/[DOCUMENT_NUMBER]/P (внутр. No [DOCUMENT_NUMBER]/[YEAR]); - No [DOCUMENT_NUMBER]/[DOCUMENT_NUMBER]/[DOCUMENT_NUMBER]/P (внутр. No [DOCUMENT_NUMBER]/[YEAR]) учитывая выплату дополнительного аванса в размере [FINANCIAL_DATA] с НДС. Прошу Вас рассмотреть вопрос возможности оформления дополнительных соглашений (далее - ДС) по вышеупомянутым договорам с выплатой в [MONTH] [YEAR]. Предоставление безотзывной банковской гарантии на сумму авансирования гарантируем после оформления ДС до момента перечисления аванса. Приложение: обоснование авансирования ГСМ в формате pdf. Финансовый директор [PERSON] Документ подписан электронной подписью Сертификат [ID] Владелец [PERSON] [PERSON] Действителен с [DATE_TIME] по [DATE_TIME] Исп.: [PERSON] тел.: [CONTACT] эл. почта: [CONTACT] [DATE_TIME] No [DOCUMENT_NUMBER]",Блок заместителя генерального директора по закупкам,orig
"[ORGANIZATION] Юридический адрес: [LOCATION] Адрес для корреспонденции: а/я [NUMBER], [LOCATION] ИНН [ID], ОГРН [DOCUMENT_NUMBER], КПП [ID] E-mail: [CONTACT] От [DATE_TIME] No [DOCUMENT_NUMBER]/[DOCUMENT_NUMBER] На No от [ORGANIZATION] направлении [ORGANIZATION] Уважаемая [PERSON]! Направляем Вам технико-коммерческое предложение на поставку запасных частей для газотурбинных двигателей типа [OBJECT], установленных в качестве привода компрессоров [OBJECT] [ORGANIZATION] (далее - Продукция). Объем поставки Продукции: согласно спецификации, в приложении к настоящему. Стоимость поставки Продукции составляет [FINANCIAL_DATA] евро (без учета НДС), кроме того НДС [NUMBER]. Условия поставки: DDP ([ORGANIZATION] [NUMBER], [LOCATION], [ADDRESS], д. [NUMBER]/[NUMBER]). Условия оплаты: оплата производится в рублях по курсу ЦБ РФ на дату оплаты в течение [NUMBER] (десяти) рабочих дней с момента поставки. Срок поставки: [NUMBER] (четыре) недели с даты подписания спецификации. Настоящее предложение действительно до [DATE_TIME]. Приложение: спецификация на 1 л. в 1 экз. С уважением, [PERSON] тел.: [CONTACT] Начальнику управления [OBJECT] [ORGANIZATION] [PERSON] Bx. No [DOCUMENT_NUMBER] от [DATE_TIME]",Блок заместителя генерального директора по закупкам,orig
"[ORGANIZATION] [CONTACT] [LOCATION] [DATE_TIME] Исх. No[DOCUMENT_NUMBER] от [DATE_TIME] г. Блок обеспечения РиУ (направление РОЦО) [ORGANIZATION] О сроках проведения конкурентного отбора [ORGANIZATION] ознакомился и изучил документацию о двухэтапном конкурентном отборе No [DOCUMENT_NUMBER] на Оказание комплекса услуг по сбору, транспортированию и утилизации буровых отходов для нужд проекта [OBJECT] по Лотам No[DOCUMENT_NUMBER] (Лот No1 [FINANCIAL_DATA]) и No[DOCUMENT_NUMBER] (Лот No2 [FINANCIAL_DATA]). [ORGANIZATION] заинтересовано принять участие в конкурентном отборе, в связи с чем просим продлить срок приема предложений до [DATE_TIME]. Технический директор [PERSON]",Блок заместителя генерального директора по закупкам,orig
"[DATE_TIME] No [DOCUMENT_NUMBER] [PERSON] по материально-техническим ресурсам [ORGANIZATION] [PERSON] по управлению системами снабжения и цифровизации [ORGANIZATION] [CONTACT] О приостановке изготовления Уважаемые коллеги! В соответствии с подписанными спецификациями [DOCUMENT_NUMBER] к договору поставки [DOCUMENT_NUMBER] от [DATE_TIME], [DOCUMENT_NUMBER] к договору поставки [DOCUMENT_NUMBER] от [DATE_TIME], [DOCUMENT_NUMBER], [DOCUMENT_NUMBER], [DOCUMENT_NUMBER] к договору поставки [DOCUMENT_NUMBER] от [DATE_TIME], сообщаем Вам, что на сегодняшний день на нашем предприятии идет изготовление согласно данным спецификациям. В виду отсутствия необходимых: * реализации мероприятий по перемещению лиц в обязательствах согласно письму [DOCUMENT_NUMBER] от [DATE_TIME]; * официальном уведомлении факельного оголовка до 1500 мм (см. исходя изее письмо [DOCUMENT_NUMBER] от [DATE_TIME]); * выполненных дополнительных требований без официального уведомления и в разрез опросных листов к спецификациям. В связи с вышеуказанным уведомляем Вас, о приостановке изготовления на производственной площадке согласно данным спецификациям до принятия решения по данному вопросу отчета на исходящие письма с Вашей стороны. Дополнительно сообщаем о том, что запланированные работы приблизительно окончатся к концу текущего месяца, в запланированное время окончания работ не является возможным. [LOCATION] Тел.: [CONTACT] быть основанием для применения к Подрядчику штрафных санкций. Новые сроки выполнения работ по контракту требуют согласования с Заказчиком. Приложения: 1. [DOCUMENT_NUMBER] от [DATE_TIME] 2. [DOCUMENT_NUMBER] от [DATE_TIME] [PERSON] [PERSON] тел. [CONTACT] [LOCATION] Тел.: [CONTACT]",Блок заместителя генерального директора по закупкам,orig
"[ORGANIZATION] [LOCATION] [CONTACT] [DATE_TIME] No [DOCUMENT_NUMBER] на No от [PERSON] [PERSON] О согласовании перечня КИПиА Уважаемый [PERSON]! Настоящим письмом сообщаю, что [ORGANIZATION] является производителем оборудования по Спецификациям No [DOCUMENT_NUMBER] к Договору поставки No [DOCUMENT_NUMBER] от [DATE_TIME], No [DOCUMENT_NUMBER] к Договору поставки No [DOCUMENT_NUMBER] от [DATE_TIME]. В составе оборудования предусмотрены КИПиА со сроком производства до 240 дней. С целью недопущения срыва сроков поставки оборудования прошу Вас согласовать перечень КИПиА для авансирования и оперативного размещения в производство комплектующих с длительным сроком изготовления согласно приложенным ведомостям. Приложения: 1. [DOCUMENT_NUMBER] - Блок сепаратора [DOCUMENT_NUMBER] Ведомость покупных изделий КИПиА - 1 файл; 2. [DOCUMENT_NUMBER] - Блок сепаратора [DOCUMENT_NUMBER] Ведомость покупных изделий КИПиА - 1 файл; 3. [DOCUMENT_NUMBER] - Блок промежуточного сепаратора [DOCUMENT_NUMBER] Ведомость покупных изделий КИПиА - 1 файл; 4. [DOCUMENT_NUMBER] - Блок разделителя [DOCUMENT_NUMBER] Ведомость покупных изделий КИПиА - 1 файл; 5. [DOCUMENT_NUMBER] - Блок разделителя [DOCUMENT_NUMBER] Ведомость покупных изделий КИПиА - 1 файл; 6. [DOCUMENT_NUMBER] - Блок разделителя [DOCUMENT_NUMBER] Ведомость покупных изделий КИПиА - 1 файл; 7. [DOCUMENT_NUMBER] - Фильтр насыщенного метанола [DOCUMENT_NUMBER] Ведомость покупных изделий КИПиА - 1 файл. Коммерческий директор [PERSON] Исполнитель: [PERSON] [CONTACT] [ID]",Блок заместителя генерального директора по закупкам,orig
