text,label
"ГАЗПРОМ ИНВЕСТ Общество с ограниченной ответственностью «Газпром инвест» (ООО «Газпром инвест») Филиал «Ноябрьск» Руководителю проекта интегрированного сервиса строительства скважин ООО «Газпромнефть-Заполярье» А.А. Алееву тер. Промузел Пелей, панель V, д. 4, г. Ноябрьск, Ямало-Ненецкий автономный округ, Российская Федерация, 629805 тел.: 8 (3496) 427-427, факс: +7 (812) 455-17-41 e-mail: office.noyabrsk@invest.gazprom.ru, www.invest.gazprom.ru ОКПО 82129203, ОГРН 1077847507759, ИНН 7810483334, КПП 890543001 О согласовании привлечения субподрядной организации Уважаемый Альберт Анатольевич! В ответ на обращение ООО «Газпромнефть-Заполярье» от 20.03.2025 № 23/004071 сообщаем, что филиал ООО «Газпром инвест» «Ноябрьск» согласовывает привлечение в качестве субподрядчика компанию ООО «СТРОЙПРОМГРУПП» для оказания услуг по сбору и анализу статистических данных комплектов бурильного инструмента в рамках договора от 24.02.2021 № 27/0687/20 по строительству эксплуатационных газовых скважин Чаяндинского НГКМ, входящих в состав стройки «Бурение эксплуатационное на месторождении. Эксплуатационные газовые скважины Чаяндинского НГКМ» (код стройки 051-3000860). Заместитель директора по бурению и геологии П.В. Шамин В.А. Добросмыслова доб.18-539 ДОКУМЕНТ ПОДПИСАН ЭЛЕКТРОННОЙ ПОДПИСЬЮ Сертификат e007e5b179053088c76d1090500160b48d4f7db4 Владелец Шамин Павел Викторович Действителен с 24.05.2024 по 24.05.2025 N 27/1/6/011-4311-НБ от 31.03.2025",Проект интегрированного сервиса строительства скважин
"Общество с ограниченной ответственностью «Газпром добыча Ямбург» (ООО «Газпром добыча Ямбург») улица Геологоразведчиков, д. 9, г. Новый Уренгой, Ямало-Ненецкий автономный округ. Тюменская область, Российская Федерация, 629306 тел.: +7 (3494) 96-60-20, 96-70-20, факс: +7 (3494) 96-64-88 e-mail: yamburg@yamburg.gazprom.ru ОКПО 04803457, ОГРН 1028900624576, ИНН 8904034777, КПП 997250001 11.04.2025 № 8-02/22207 на № от О технической возможности приема ПНГ и СОГ Уважаемый Сергей Сергеевич! Согласно поручению п.2 протокола совещания от 06.03.2025 №02/03, направляю материалы, запрошенные представителями ООО «Газпромнефть-Заполярье» в процессе выездной рабочей встречи на производственные объекты добывчного комплекса Ямбургского НГКМ. Для оценки возможности приёма ПНГ и СОГ на производственные объекты ООО «Газпром добыча Ямбург» необходимо заключение проектной организации ООО «Газпром ВНИИГАЗ» с учетом предоставленных данных и характеристик поставляемого сырья. Материалы в электронном виде направлены на адреса: Svistunov.RA@gazprom-neft.ru, Plesovskikh.VV@tmn.gazprom-neft.ru [ATTACHMENTS]","Проект ""Ямбург"""
"ФЕДЕРАЛЬНАЯ СЛУЖБА ПО ЭКОЛОГИЧЕСКОМУ, ТЕХНОЛОГИЧЕСКОМУ И АТОМНОМУ НАДЗОРУ (РОСТЕХНАДЗОР) СЕВЕРО-УРАЛЬСКОЕ УПРАВЛЕНИЕ у.л. Хохрякова, д. 10, Тюмень, 625003 Телефон: (3452) 44-40-13, факс: (3452) 45-32-07 E-mail: info@sural.gosnadzor.ru, http://sural.gosnadzor.ru ОКПО 00257673, ОГРН 1027200853316 ИНН/КПП 7202022112/720301001 23.05.2025 № ВХ.УЛ.89.006442.25 на № от ООО «Газпромнефть-Заполярье» Генеральному директору Федорову М.В. Таежная ул., д. 30А, помещ. 10, кабинет 207, г. Новый Уренгой, г.о. город Новый Уренгой, ЯНАО, 629305 Уведомление об отказе во внесении изменений в реестр лицензий По результатам рассмотрения Северо-Уральским управлением Федеральной службы по экологическому, технологическому и атомному надзору (далее - Управление) заявления, зарегистрированного в Управлении 24 апреля 2025 г. вх. № ВХ.ЗД.89.005352.25, направленных для внесения изменений в реестр лицензий в отношении лицензии от 30 декабря 2022 г. № Л057-00109-14/00634908 (временный № ВХ-59-016339 от 2 ноября 2018 г.) Эксплуатация взрывопожароопасных и химически опасных производственных объектов I, II, и III классов опасности, на основании акта оценки соответствия лицензиата лицензионным требованиям от 19 мая 2025 г. № 59-13/322-73/2025-А, проведенной Управлением, принято решение об отказе во внесении изменений в реестр лицензий (приказ Управления от 23 мая 2025 г. № ПР-322-70-л). Причиной отказа является установленное в ходе оценки несоответствие лицензиата Общество с ограниченной ответственностью «Газпромнефть-Заполярье» лицензионным требованиям, предусмотренным подпунктами в), г), е), и), к), п), р), с), т) пункта 5 Положения о лицензировании эксплуатации взрывопожароопасных и химически опасных производственных объектов I, II и III классов опасности, утвержденного постановлением Правительства Российской Федерации от 12 октября 2020 г. № 1661 (далее – Положение № 1661), а именно: 1. Не проведено освидетельствование до ввода в эксплуатацию, предусмотренное документацией завода-изготовителя (согласно разделу 9. «Объем 2 и периодичность ревизии» паспорта на «Модульный комплекс освоения скважин КДНА 210.00.00.00.00.000 ПС-ЛУ», в нарушении подпункта в) пункта 5 Положения № 1661, статьи 7 Федерального закона от 21 июля 1997 г. № 116-ФЗ «О промышленной безопасности опасных производственных объектов» (далее – Федеральный закон № 116-ФЗ). 2. Не представлены сертификаты соответствия на технические устройства: - на мобильный комплекс по освоению скважин: КОИС-1000-ХЛ1-II (ТР ТС 032/2013 Технический регламент Таможенного союза «О безопасности оборудования, работающего под избыточным давлением», ТР ТС 012/2011 Технический регламент Таможенного союза «О безопасности оборудования для работы во взрывоопасных средах»); - на комплекс топливозаправочный (АСН - 1) ТЗК-100 МБ08Д2, комплекс топливозаправочный (АСН - 2) ТЗК-100 МБ08Д2МБ08МТЗК (ТР ТС 032/2013 Технический регламент Таможенного союза «О безопасности оборудования, работающего под избыточным давлением», ТР ТС 012/2011 Технический регламент Таможенного союза «О безопасности оборудования для работы во взрывоопасных средах»); - на установку факельную с системой управления УФСУ-Г-200-УПВ, установку факельную с системой управления УФСУ-Г-100-УПВ, блок буферной емкости нефти (БЕХ) (зав. № 018/4.1, 018/4.2, 018/4.3, 018/4.4, 018/4.5, 018/4.7, 018/4.10, 018/4.11, 018/4.12, 018/4.13, 018/4.14, 018/4.15, 018/4.16, 018/4.18) (ТР ТС 012/2011 Технический регламент Таможенного союза «О безопасности оборудования для работы во взрывоопасных средах») (в нарушение подпункта г) пункта 5 Положения № 1661). 3. У начальника промысла Малофеева Александра Сергеевича отсутствует аттестация (область аттестации Б.1.11) (в нарушение подпункта е) пункта 5 Положения № 1661, статьи 9 и 14.1 Федерального закона № 116-ФЗ). 4. Не предоставлены паспорта: - на приборы и системы контроля управления, сигнализации, оповещения и противоаварийной автоматической защиты технологических процессов на опасном производственном объекте: - Преобразователь давления измерительный «АИР-20/М2», зав. № 10081377, поверен в установленном порядке, дата поверки 26 января 2023 г., дата следующей поверки 25 января 2028 г.; - Датчики-газоанализаторы стационарные «ДГС ЭРИС-210-1 IR», зав. № ER210230026, поверен в установленном порядке, дата поверки 11 января 2023 г., дата следующей поверки 10 января 2026 г.; - Датчики-газоанализаторы стационарные «ДГС ЭРИС-210-1 IR», зав. № ER210230023, поверен в установленном порядке, дата поверки 11 января 2023 г., дата следующей поверки 10 января 2026 г.; - Термопреобразователь универсальный «ТПУ 0304/M1», зав. № 51902203083, поверен в установленном порядке, дата поверки 16 ноября 2023 г., дата следующей поверки 15 ноября 2027 г.; - Газоанализаторы стационарные «ИГМ-12М», зав. № 09502894, поверен в установленном порядке, дата поверки 20 августа 2024 г., дата следующей поверки 19 августа 2027 г.; - Термопреобразователь универсальный «ТПУ 0304», зав. № 12-7735, поверен в установленном порядке, дата поверки 7 февраля 2024 г., дата следующей поверки 6 февраля 2028 г.; - Датчик давления «Метран-55», зав. № 6107971, поверен в установленном порядке, дата поверки 20 ноября 2023 г., дата следующей поверки 19 ноября 2026 г.; - Преобразователи давления измерительные «АИР-20/М2», зав. № 10171517, поверен в установленном порядке, дата поверки 18 октября 2023 г., дата следующей поверки 17 октября 2028 г.; - Преобразователи давления измерительные «АИР-20/М2», зав. № 10116508, поверен в установленном порядке, дата поверки 20 апреля 2023 г., дата следующей поверки 19 апреля 2028 г.; - Термопреобразователь универсальный «ТПУ 0304», зав. № 10096590, поверен в установленном порядке, дата поверки 1 февраля 2023 г., дата следующей поверки 31 января 2028 г.; - Термопреобразователь универсальный «ТПУ 0304», зав. № 10096591, поверен в установленном порядке, дата поверки 1 февраля 2023 г., дата следующей поверки 31 января 2028 г.; 4 - Технологические трубопроводы; - Установка факельная с системой управления УФСУ-Г-200-УПВ; - Установка факельная с системой управления УФСУ-Г-100-УПВ; - Комплекс топливозаправочный (АСН - 1) ТЗК-100 МБ08Д2; - Комплекс топливозаправочный (АСН - 2) ТЗК-100 МБ08Д2МБ08МТЗК; - Блок буферной емкости нефти (БЕХ) (зав. № 018/4.1, 018/4.2, 018/4.3, 018/4.4, 018/4.5, 018/4.7, 018/4.10, 018/4.11, 018/4.12, 018/4.13, 018/4.14, 018/4.15, 018/4.16, 018/4.18) (в нарушение подпункта и) пункта 5 Положения № 1661). 5. Не предоставлен приказ о создаваемых в соответствии с законодательством Российской Федерации резервов материальных ресурсов для локализации и ликвидации последствий аварий (в нарушении подпункта п) пункта 5 Положения № 1661, статьи 10 Федерального закона № 116-ФЗ). 6. Идентификация опасного производственного объекта «Участок предварительной подготовки нефти (МКОС) Уренгойского нефтегазоконденсатного месторождения», рег. № А59-60832-0029 проведена не в полном объеме, а именно, в сведениях, характеризующих ОПО, не указаны: - химический реагент Химтехно-118 (отсутствует паспорт безопасности на химический реагент); - расходная емкость V=4 м3; - технологические насосы Н-1/1, Н-1/2, Н-2/1, Н-2/2, Н-4/1, Н-4/2, Н-4/3, Н-6/1, Н-6/2, Н-6/3 (в нарушении подпункта р) пункта 5 Положения № 1661). 7. На опасном производственном объекте «Участок предварительной подготовки нефти (МКОС) Уренгойского нефтегазоконденсатного месторождения», рег. № А59-60832-0029: - отсутствует возможность подачи азота согласно технологическому регламенту на эксплуатацию мобильного комплекса освоения скважин (МКОС) КП-1011 Уренгойского месторождения, рег. № ТР-09/32-2024-10 (в нарушение пункта 1484 Федеральных норм и правил в области промышленной безопасности «Правила безопасности в нефтяной и газовой промышленности», утвержденных приказом Ростехнадзора от 15 декабря 2020 г. № 534 (далее – ФНП 534));",Блок заместителя генерального директора по производственной безопасности
"ГАЗПРОМ МОРСКИЕ ПРОЕКТЫ Общество с ограниченной ответственностью «Газпром морские проекты» (ООО «Газпром морские проекты») Адрес для почтовой корреспонденции: а/я 12748, г. Красноярск, 660075 Юридический адрес: ул. Маркса, д. 10, г. Красноярск, Красноярский край, 660075 тел.: +7 (391) 256-80-30, +7 (391) 256-80-33, +7 (495) 966-25-50 факс: +7 (391) 256-80-32 e-mail: office@gazprom-seaprojects.ru, www.seaprojects.gazprom.ru ОКПО 56904297, ОГРН 1022402660576, ИНН 2466091092, КПП 246001001 02.04.2025 № II/1562 на № 11/1/003203 от 06 марта 2025 О корректировке по замечаниям к РД Уважаемый Евгений Олегович! В ответ на Ваше письмо от 06.03.2025 № 11/1/003203 по объекту «Обустройство 3A участка Ачимовских залежей Уренгойского НГКМ. Куст газоконденсатных скважин №3А03. Расширение» направляем откорректированную рабочую документацию и ответы на замечания специалистов ООО «Газпромнефть-Заполярье» в формате ЛКП. Документация согласно передаточной ведомости YPФ2-ПКС3А03-ГМП-Н-006 была размещена 01.04.2025 в системе «КАСКАД» ООО «Газпромнефть-Заполярье». [ATTACHMENTS]",Управление по проектно-изыскательским работам и взаимодействию с надзорными органами
"ГАЗПРОМ Публичное акционерное общество «Газпром» (ПАО «Газпром») Адрес для почтовой корреспонденции: БОКС №1255, Санкт-Петербург, 200961 Юридический адрес: Лахтинский пр-кт, д. 2, к. 3, стр. 1, Санкт-Петербург, 197229 тел.: (812) 413-74-44, факс: (812) 413-74-45, телекс: 411467 GAZ RU e-mail: gazprom@gazprom.ru, www.gazprom.ru ОКПО 00040778, ОГРН 1027700070518, ИНН 7736050003, КПП 781401001 24.01.2025 № 03/07/3-491 на № от Об участии в заседании Штаба 6 февраля 2025 г. Уважаемые руководители! В соответствии с графиком заместителя Председателя Правления - начальника Департамента ПАО «Газпром» В.А. Маркелова 6 февраля 2025 г. в 10:00 (мск) запланировано проведение заседания Стратегического (Временного оперативного) штаба по решению вопросов, связанных с реализацией проекта поставок природного газа из России в Китай по «далневосточному» маршруту (далее – Штаб) в формате видеоконференции. Просим обеспечить участие в заседании членов Штаба в соответствии с приложением к приказу ПАО «Газпром» от 13 июня 2024 г. № 207 и направить в Департамент 307 (С.Н. Меньшиков) списки участников и данные для подключения в соответствии с формой [ATTACHMENTS]",Генеральный директор
"Общество с ограниченной ответственностью «СибПромСтрой» Юридический адрес: 636780, Томская область, г. Томск, ул. Промышленная, 20 тел., факс: (38-22) 21-14-23 приемная тел.: (38-259) 6-82-32 бухгалтерия тел.: (38-259) 2-26-73 ПТО тел.: (38-259) 6-34-63 транспортный отдел e-mail to: sibpromstroi@mail.ru ОГРН 1087017004480 от 26.02.2008г. ОКТМО 69701000 ОКВЭД 41.2 (основной), 43.12, 43.99, 43.3, 43.2 ИНН 7017205440 КПП 701701001 БИК 045004850 р/с 4070 2810 8095 4000 0849 к/с 3010 1810 1000 0000 0850 Новосибирский социальный коммерческий банк ПАО «Левобережный» исх. № 629 «03» апреля 2025г. Директору по капитальному строительству ООО «Газпромнефть-Заполярье» В.В. Белякову Уважаемый Владимир Владимирович! В рамках действующего № ГНЗ-23/11000/00186/P от 10.02.2023 на выполнение комплекса работ по обустройству газовых и нефтяных кустов, площадочных объектов Ен-Яхинского, Песцового, Уренгойского месторождений, в наш адрес поступило дополнительное соглашение № 37 от 26.03.2025г., с просьбой о его подписании. Общество «СибПромСтрой» проанализировав текущую экономическую ситуацию, а также учитывая уже существующие договорные обязательства, вынуждено отказаться от подписания данного дополнительного соглашения в предложенной редакции. Это решение обусловлено необходимостью сохранения стабильности реализации проекта и поддержания взаимовыгодных условий сотрудничества, которые были определены первоначальным договором. На основании вышеизложенного ООО «СибПромСтрой» не дает свое согласие на подписания дополнительного соглашения № 37 от 26.03.2025 года. Заместитель директора по ПБ, ОТ и ООС А.В. Толмачев",Блок директора по капитальному строительству
"Сибирский регион ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ТРАНСПОРТНАЯ КОМПАНИЯ «СИБИРСКИЙ РЕГИОН» (ООО ТК «СИБИРСКИЙ РЕГИОН») Адрес местонахождения: 197229, г. Санкт-Петербург, вн.тер.г. муниципальный округ, Лахта-Ольгино, ул. Новая, д. 51, к.3 стр.1, помещ. 1-Н Тел.: +7 (911) 830-72-72, +7 (911) 830-74-74; e-mail: sibregion86@mail.ru Адрес местонахождения Обособленного подразделения №1: 629807, ЯНАО, г. Ноябрьск, ул. Ленина, д. 67; Адрес местонахождения Обособленного подразделения №2: 628001, ХМАО-Югра, г. Ханты-Мансийск, ул. Свободы, д. 2 Б; Адрес местонахождения Обособленного подразделения №3: 625051, Тюменская обл., г. Тюмень, ул. Николая Гондатти 3/2. Тел.: +7 (3452) 56-17-16, факс: +7 (3452) 56-20-26, ОГРН 1118602011241, ИНН 8602185748, www.sibreg72.ru 31.01.2025 № 0131-4 на исх.№11/2.2/001244 от 29.01.2025 О согласии на заключение наряд-заказа Уважаемый Ирек Разябович! Настоящим письмом ООО ТК «Сибирский регион» выражает свое согласие на заключение Наряд-Заказа №34 Договору № ГНЗ-23/11000/00955/P от 05.07.2023 на выполнение комплекса работ по строительству площадочных объектов, обустройству кустовых площадок и строительству объектов трубопроводного транспорта объектов Восточной Сибири (в т.ч. строительство объектов Игнялинского месторождения), Хамакинского и Ботуобинского горизонтов Чаяндинского НГКМ в редакции, приложенной к настоящему письму. [ATTACHMENTS]",Проект «Обустройство площадных объектов Чона Нефть (ПСП)»
"ВИСМА Общество с ограниченной ответственностью «Научно-производственная фирма «ВИСМА» ООО «НПФ «ВИСМА», Россия Республика Башкортостан Юр. адрес: 450022, г.Уфа ул. Менделеева д. 134/7, оф. 301 Почтовый адрес: 450022 г.Уфа а/я 17 Исх.№0292 от «01» апреля 2025 г. тел./факс: (347) 285-11-02, 228-57-70, 228-57-53 www.visma.su e-mail: mail@visma.su В ответ на письмо №11/3/004597 от 01.04.2025 сообщаем, что ООО «НПФ «ВИСМА» было объявлено победителем по лоту №2021/06/15-1452 КО. Поставка установок дозирования реагентов (770001044872,770001044697) для ГПН-Заполярье. ООО «Газпромнефть - Заполярье» и ООО «НПФ «ВИСМА» заключили [ATTACHMENTS]",Блок директора по капитальному строительству
"АО КМПО АКЦИОНЕРНОЕ ОБЩЕСТВО «КАЗАНСКОЕ МОТОРОСТРОИТЕЛЬНОЕ ПРОИЗВОДСТВЕННОЕ ОБЪЕДИНЕНИЕ» JOINT-STOCK COMPANY «KAZAN MOTOR-BUILDING PRODUCTION ASSOCIATION» «КАЗАН МОТОРЛАР ТӨЗУ ПРОИЗВОДСТВО БЕРЛӘШМӘСЕ» АКЦИОНЕРЛЫК ЖӘМГИЯТЕ 420036, Республика Татарстан, г.Казань, ул. Дементьева, д.1, Телефон/факс: (843) 571-93-63 Исх. № 23ТД- 569 «02» 04 2025 г. Исполнительному директору Проекта «Нефтяные оторочки» ООО «Газпромнефть – Заполярье» Жиберу А.А. gpn-zapolar@yamal.gazprom-neft.ru Zhiber.AA@tmn.gazprom-neft.ru копия: Директору по газу ООО «Газпромнефть – Заполярье» Фролову А.А. Frolov.AAlek@gazprom-neft.ru Объект КС «Тас-Юряхского НГКМ» Уважаемый Алексей Александрович! В рамках проектирования ГПА-16 «Волга» для КС «Тас-Юряхского НГКМ» в соответствии с п.6.1.14 TT№1520.571015032024 от 15.03.2024 направляем перечень потенциальных компаний-изготовителей системы бесперебойного питания (СБП): - ООО «Вольтаг», г. Екатеринбург; - АО «Абсолютные Технологии», г. Москва; - ООО «КРУС СБП», г. Санкт-Петербург. Просим Вас согласовать предлагаемые компании в качестве поставщиков СБП. Окончательный выбор поставщика будет определен на основании конкурсных процедур. [ATTACHMENTS]","Проект ""Нефтяные оторочки"""
"Общество с ограниченной ответственностью «Управление технолого-технического транспорта и специальной техники - Бурсервис» (ООО «УТТиСТ - Бурсервис») Намёткина ул., д.12А, вн. тер. г. Москвы на окружной перекресток, город Москва, 117420, тел.: (495) 137-52-25, E-mail: mail@uttist.ru ИНН/КПП 7727767316/774550001, ОГРН 1117746977370, ОКПО 37280514 19.05.2025 № 1065/25-УТТиСТ На № 06/05/006027 от 30.04.2025 Начальнику управления капитального строительства ООО «Газпромнефть-Заполярье» Шулейко Ю.В. Об устранении нарушений Уважаемый Юрий Васильевич! В ответ на письмо «Уведомление о нарушении договорных обязательств» сообщаем Вам, что в целях предотвращения нарушений проведены следующие мероприятия: — по нарушению согласно акту № 242 от 19.04.2025 и акту № 247 от 20.04.2025 (неприменение работниками СИЗ): с работниками ООО «УТТиСТ-Бурсервис» водителем а/м Тех В.В. и электромонтером Докуяевым В.М. проведен внеплановый инструктаж по правилам применения СИЗ на рабочих местах. Дополнительно проведен Стоп-час с персоналом о применении СИЗ на рабочих местах. — по нарушению регламента по обращению с металлической бойковой согласно акту № 256 от 21.04.2025: хранение металлической бойковой организовано в специально отведенном месте, исключен свободный доступ. Вторичное использование — не допускается. Сделана заявка на приобретение пластиковой тары. Также сообщаем, что проведение мероприятий по нарушению согласно акту № 239 от 19.04.2025 (отсутствие путевого листа у работника подрядной организации) невозможно в связи с тем, что ООО «РК-Сервис» на сегодняшний день не является подрядной организацией ООО «УТТиСТ-Бурсервис», а водитель Винниченко В.В. не производит работы в интересах ООО «УТТиСТ-Бурсервис». [ATTACHMENTS]",Блок директора по капитальному строительству
ГИПРОВОСТОКНЕФТЬ АКЦИОНЕРНОЕ ОБЩЕСТВО Но ГПВН-ГПН-25-0387 От 08.04.2025 На От 1325/23- О заключении изм.1 к НЗ №23 от 13.02.2025г. к договору №ГНЗ- 20/11018/00134/P/06-03 от 13.04.2020 Начальнику управления по проектно- изыскательским работам и взаимодействию с надзорными органами ООО «Газпромнефть-Заполярье» Е.О. Гельман GPN-Zapolar@yamal.gazprom-neft.ru Уважаемый Евгений Олегович! АО «Гипровостокнефть» благодарит согласие на заключение изменения № 1 к наряд-заказу №23 от 13.02.2025 г. к договору № ГНЗ-20/11018/00134/P/06-03 от 13.04.2020 г. на выполнение проектно-изыскательских работ по объекту «Обустройство Иргаяминского нефтегазоконденсатного месторождения. Объекты электроснабжения ПСН. Дизельная электростанция» на условиях согласно приложению к данному письму. [ATTACHMENTS],Управление по проектно-изыскательским работам и взаимодействию с надзорными органами
"АКЦИОНЕРНОЕ ОБЩЕСТВО «ИНЖИНИРИНГОВЫЙ ЦЕНТР «КРОНШТАДТ» (АО «ИНЖИНИРИНГОВЫЙ ЦЕНТР «КРОНШТАДТ») Юридический адрес: 197760, г.САНКТ-ПЕТЕРБУРГ, вн.тер.г. ТОРОД КРОНШТАДТ, г. КРОНШТАДТ, ул. МАКАРОВСКАЯ, д. 2, ЛИТЕРА Л, КАБИНЕТ 1 Адрес для корреспонденции: а/я 14, г. Кронштадт, 197760 ИНН 7838112072, ОГРН 1237800026397, КПП 781401001 E-mail: info@ic-k.ru От 04.04.2025 № ИСХ/ИЦ/04-2228 На № от О направлении ТКП Уважаемая Майя Игорьевна! Наравняем Вам технико-коммерческое предложение на поставку запасных частей для роторных двигателей типа SGT-400, установленных в качестве привода компрессоров ГПА 1..4 ООО «Газпромнефть-Заполярье» (далее — Продукция). Объем поставки Продукции: согласно [ATTACHMENTS]",Блок заместителя генерального директора по закупкам
"MINOBRNAUKI РОССИИ Федеральное государственное бюджетное образовательное учреждение высшего образования «Тюменский индустриальный университет» (ТИУ) Многопрофильный колледж ул. Энергетиков, д. 44/1, Тюмень, 625013 Телефон/факс: (3452) 68-27-01 E-mail: mnokol@tyuiu.ru; http://www.tyuiu.ru ОКПО 02069349; ОГРН 1027200811483; ИНН/КПП 7202028202/720301001 Генеральному директору ООО «Газпромнефть-Заполярье» М.В. Федорову 625048, г. Тюмень, ул.50 лет Октября, д.8Б GPN-Zapolar@yamal.gazprom-neft.ru 17.04.2025 № 03-1100-04-02-443 На № Об оказании содействия в прохождении практики Уважаемый Максим Владимирович! Просим Вас принять для прохождения производственной практики обучающихся 3 курса очной формы обучения многопрофильного колледжа ТИУ по специальности 18.02.09 Переработка нефти и газа: Колесникова Вениамина Станиславовича, Мурнева Александра Павловича. Период практики в соответствии с календарным учебным графиком: 26.05.2025 - 21.06.2025г. Руководителем практики от колледжа назначен преподаватель отделения Булашева Алена Михайловна. Контактное лицо для взаимодействия – заведующий учебно-производственной практикой Петрунина Ирина Сергеевна, тел. 8(3452) 68-27-06(доб.19569), petruninais@tyuiu.ru. Надеемся на дальнейшее плодотворное сотрудничество. Директор У.С. Путилова Петрунина Ирина Сергеевна, заведующий учебно-производственной практикой, 89129249741,petruninais@tyuiu.ru",Блок директора по организационному развитию и работе с персоналом
"Общество с ограниченной ответственностью БУРСЕРВИС Юридический адрес: 169711, Республика Коми, г. Усинск, ул. Комсомольская, д. 23, а/я 135 Почтовый адрес: 127018, Москва, ул. Двинцев, д. 12, корп. 1, подъезд ""С"", 12 этаж, Бизнес-центр ""Двинцев"" Тел.: +7 495 755 83 00; Факс: +7 495 755 83 01 Email: info@burservis.ru; www.burservis.ru ОГРН 1021100896618, ИНН/КПП 1106013435/110601001 Кому: С.А. Митрохину, Начальнику управления по бурению ООО «Газпромнефть-Заполярье» От кого: А.В. Крохина, Директора департамента цементирования ООО «БурСервис» Дата: 28.05.2025г. Исх. 68-05/25 О возмещении убытков на скв. №3А036 Уважаемый Сергей Александрович! ООО «БурСервис» (далее - Общество) свидетельствует Вам свое пожелание и благодарит за возможность выполнения работ по Договору № №ГНЗ-22/07000/00047/P от 17.01.2022г. (далее - Договор) на объектах ООО «Газпромнефть-Заполярье» (далее - Заказчик). В ответ на Ваше письмо рег. № 08/3/007155 от 23.05.2025 сообщаем, что для проведения независимой экспертизы по скважине № 3А036 Уренгойского месторождения будет привлечён ФГБОУВО «Тюменский индустриальный университет». Срок проведения экспертизы составит 30 календарных дней с 01.06.2025 года. Надеемся на дальнейшее плодотворное и взаимовыгодное сотрудничество между нашими компаниями. С уважением, А.В. Крохин Директор департамента цементирования ООО «БурСервис»",Блок директора по вводу новых мощностей
"Общество с ограниченной ответственностью «Нефтестрой Проект» (ООО «НСП») Россия 443099, г. Самара, ул. Комсомольская, 27 а Телефоны: (846) 225-20-68, 225-20-72, 225-20-74 Телефакси: (846) 207-03-88 E-mail: nsp@nsproekt.ru Исх. № 1-25-0694 от 14.04.2015. Начальнику управления по проектно-изыскательским работам и взаимодействию с надзорными органами ООО «Газпромнефть-Заполярье» Гельману Е.О. E-mail: Gelman.EO@gazprom-neft.ru Копия: Parisenkov.PV@gazprom-neft.ru Lebedev.AV@tmn.gazprom-neft.ru О направлении ЗП на ИИ Уважаемый Михаил Александрович! По объекту «Обустройство Игнялинского нефтегазоконденсатного месторождения. Объекты вспомогательного назначения. Площадка производственного обеспечения» сообщаю, что откорректированное Задание на выполнение инженерных изысканий с приложениями к нему загружено 24.04.2025 г на файлообменный ресурс. Прошу рассмотреть и согласовать данное ЗП на ИИ. Главный инженер В.В. Сидоренко Исполнитель: Нач-к бюро ГИПов Якушева В.Н тел. (846) 225-20-68/72/74, доб. 1172 www.nsproekt.ru Бх. № 005705 от 24.04.2025",Управление по проектно-изыскательским работам и взаимодействию с надзорными органами
"СибИНТЕЛ ХОЛДИНГ 625000, Россия, г. Тюмень, ул. Герцена, д. 96, офис 7001 Исх.№62 от 29.04.2025г Заместителю генерального директора по организационным работам ООО «Газпромнефть-Заполярье» Пирожку И.П. О заключении дополнительного соглашения Уважаемый Игнат Павлович! В ответ на Ваше исходящее письмо №04/2/005984 от 29.04.2025 г сообщаем вам следующее: дополнительное соглашение к договору № ГНЗ-24/09000/01331/P от 28.12.2024г. на оказание услуг по устройству интерьера в помещениях ДД «Петр Столыпин» г. Тюмень, ул. 50 лет Октября, д. 8Б, расположенных на 1, 2, 3, 14, 20 этажах для нужд ООО «Газпромнефть-Заполярье» нами рассмотрено и согласовано. С уважением, Заместитель генерального директора по строительству ООО «Сибинтел-Холдинг» Е.Л.Паляничко",Блок заместителя генерального директора по организационным вопросам
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ «ПРЕМИУМ» ИНН 6350012331, КПП 635001001, ОГРН 1086350000010 446462, Самарская область, г. Кинель, пгт. Усть-Кинельский, пер. Шоссейный, 7 р/с 40702810754240000768 в Поволжском банке Сбербанка РФ к/с – 30101810200000000607, БИК – 043601607 E-mail: premium@sm-prm.ru, тел: 8-800-55-00-200; факс: 8(84663) 46-6-33 Исх.№ 0304/08 От 3 апреля 2025 г. Вх. № / _____ От «___» ___ 20__ г. Руководителю проекта ""Трубопроводный транспорт Тас- Юряхского НГКМ"" ООО «Газпромнефть-Заполярье» Гою А.И. «Об отказе в заключении дополнительного соглашения» Уважаемый Андрей Игоревич! Настоящим письмом сообщаем Вам о своем отказе в заключении дополнительного соглашения №48 к Договору №ГНЗ-20/11028/00724/P/06-03 от 12.11.2020, в связи с ухудшением условий относительно первоначального Договора, в части изменений пункта 16.3, статьи 16 «Обязанности сторон по обеспечению требований ПЭБ, ОТ и ГЗ» [ATTACHMENTS]",Блок директора по капитальному строительству
